state_name,year,total_requirement_mu,total_availability_mu,total_deficit_mu,total_gen_mu,avg_capacity_mw,total_renew_gen_mu,total_solar_gen_mu,total_wind_gen_mu,total_other_gen_mu,avg_coal_stock_days,avg_normative_coal_stock_days,avg_req_normative_coal_stock_tonnes,avg_import_coal_stock_tonnes,avg_indigenous_coal_stock_tonnes,avg_coal_plf_prcnt,avg_actual_vs_norm_coal_stock_prcnt,total_coal_consumption_tonnes,total_coal_receipt_tonnes,total_coal_requirement_tonnes,avg_actual_coal_stock_tonnes,total_coal_stock_critical_incidents,yearly_avg_total_outage_mw,yearly_avg_fresh_outage_mw,total_energy_lost_mwh,total_fresh_incidents,avg_total_capacity_mw,avg_thermal_capacity_mw,avg_nuclear_capacity__mw,avg_hydro_capacity__mw,avg_res_capacity_mw,coal_reserves_mt,coal_production_mt,coal_consumption_power_mt,total_coal_import_mt,avg_import_priceRs,total_amountCr
all india,2024,,,,,,196041.84999999995,114239.87,72803.25,8995.650000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
all india,2023,,,,,,193623.71,105239.25,79416.59000000001,8986.26,,,,,,,,,,,,,,,,,,,,,,,,,241.26999999999998,24663.886199999997,397159.38
chhattisgarh,2025,,,,,,,,,,,24.0,298.85512820512776,0.32401709401709405,250.0226353276354,70.77388414055082,69.48186134852801,20515.699999999975,22091.50000000001,20842.799999999992,250.34576448243126,383.0,,,,,,,,,,,,,,,
chhattisgarh,2018,,,,,,,,,,6.053995680345572,15.697315643319962,0.0,0.15805172014810248,51.28587183739586,69.11771521135452,,0.0,0.0,6942.060000000003,51.443923557543954,27.0,,,,,23431.355,22784.666666666668,526.6883333333334,0.0,120.0,57205.87,142.55,68.43,212.82999999999998,11956.519459459461,147641.1
chandigarh,2018,,,,,,,,,,,,,,,,,,,,,,,,,,27.323333333333334,0.0,27.323333333333334,0.0,0.0,,,,212.82999999999998,11956.519459459461,147641.1
lakshadweep,2017,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.0,0.75,0.0,0.0,,,,195.33,9115.735294117645,105676.64000000001
chhattisgarh,2017,,,,,,,,,,,,,,,,,,,,,,,,,,21815.02,21268.0,427.02000000000004,0.0,120.0,56661.16,138.53,60.79,195.33,9115.735294117645,105676.64000000001
ladakh,2019,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,0.0,0.0,0.0,89.0,,,,240.31999999999994,13575.234848484848,183025.28999999995
chandigarh,2017,,,,,,,,,,,,,,,,,,,,,,,,,,15.72,0.0,15.72,0.0,0.0,,,,195.33,9115.735294117645,105676.64000000001
the dadra and nagar haveli and daman and diu,2017,,,,,,,,,,,,,,,,,,,,,,,,,,10.79,0.0,10.79,0.0,0.0,,,,195.33,9115.735294117645,105676.64000000001
the dadra and nagar haveli and daman and diu,2018,,,,,,,,,,,,,,,,,,,,,,,,,,17.06083333333333,0.0,17.06083333333333,0.0,0.0,,,,212.82999999999998,11956.519459459461,147641.1
lakshadweep,2019,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.0,0.75,0.0,0.0,,,,240.31999999999994,13575.234848484848,183025.28999999995
lakshadweep,2018,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.0,0.75,0.0,0.0,,,,212.82999999999998,11956.519459459461,147641.1
meghalaya,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.43,5.57,,41.190000000000005,5831.791666666667,17128.110000000004
jharkhand,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74392.15,88.76,9.110000000000001,47.769999999999996,4924.260555555556,20709.799999999996
chhattisgarh,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44483.1,101.92,39.97,60.86000000000001,10789.69304347826,45945.799999999996
nagaland,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.41,,,171.04,10755.569062499999,99128.8
andhra pradesh,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580.7,0.0,23.93,221.05999999999992,8955.911714285718,108887.29999999999
gujarat,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877.48,9.81,20.61,47.769999999999996,4924.260555555556,20709.799999999996
madhya pradesh,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25673.1,75.59,35.79,171.04,10755.569062499999,99128.8
bihar,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,4.81,54.02000000000002,7267.551923076923,25861.400000000005
jharkhand,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78935.98,108.95,19.0,70.39,11741.893448275861,44669.74
gujarat,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722.05,14.78,24.73,105.23000000000002,12098.565428571426,83595.9
gujarat,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722.05,11.59,21.22,171.04,10755.569062499999,99128.8
meghalaya,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.48,3.71,,202.92,6470.7391891891875,87766.59999999998
assam,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.43,1.05,,47.769999999999996,4924.260555555556,20709.799999999996
uttar pradesh,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.8,14.96,72.31,221.05999999999992,8955.911714285718,108887.29999999999
meghalaya,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.43,6.54,,54.02000000000002,7267.551923076923,25861.400000000005
chhattisgarh,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52169.04,117.83,54.690000000000005,148.82,12560.268974358976,92537.60000000005
west bengal,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31320.48,28.24,41.73,171.04,10755.569062499999,99128.8
kerala,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,,54.02000000000002,7267.551923076923,25861.400000000005
chhattisgarh,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41442.1,76.21,24.64,41.190000000000005,5831.791666666667,17128.110000000004
puducherry,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.61,,,148.82,12560.268974358976,92537.60000000005
arunachal pradesh,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.23,0.07,,148.82,12560.268974358976,92537.60000000005
odisha,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71447.41,105.48,35.160000000000004,105.23000000000002,12098.565428571426,83595.9
assam,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.31,0.6,,148.82,12560.268974358976,92537.60000000005
rajasthan,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5726.71,9.41,28.22,221.05999999999992,8955.911714285718,108887.29999999999
tamil nadu,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31327.02,21.59,35.58,54.02000000000002,7267.551923076923,25861.400000000005
meghalaya,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.48,2.52,,221.05999999999992,8955.911714285718,108887.29999999999
uttar pradesh,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.8,11.43,53.629999999999995,54.02000000000002,7267.551923076923,25861.400000000005
sikkim,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.23,,,105.23000000000002,12098.565428571426,83595.9
meghalaya,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.48,5.77,,75.61,8653.269545454545,42510.9
rajasthan,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4484.83,0.61,14.8,54.02000000000002,7267.551923076923,25861.400000000005
kerala,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,,105.23000000000002,12098.565428571426,83595.9
bihar,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,2.66,171.04,10755.569062499999,99128.8
puducherry,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.61,,,60.86000000000001,10789.69304347826,45945.799999999996
chhattisgarh,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50846.15,113.96,50.01,105.23000000000002,12098.565428571426,83595.9
jammu and kashmir,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.55,0.02,,75.61,8653.269545454545,42510.9
madhya pradesh,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19758.28,55.58,25.54,41.190000000000005,5831.791666666667,17128.110000000004
sikkim,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.23,,,75.61,8653.269545454545,42510.9
assam,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.65,0.66,,171.04,10755.569062499999,99128.8
andhra pradesh,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22054.58,51.33,40.8,70.39,11741.893448275861,44669.74
andhra pradesh,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580.7,0.0,30.92,202.92,6470.7391891891875,87766.59999999998
bihar,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,7.41,60.86000000000001,10789.69304347826,45945.799999999996
maharashtra,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9818.09,36.4,38.22,54.02000000000002,7267.551923076923,25861.400000000005
bihar,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,3.05,221.05999999999992,8955.911714285718,108887.29999999999
tamil nadu,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31401.81,21.31,34.39,60.86000000000001,10789.69304347826,45945.799999999996
jammu and kashmir,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.55,0.02,,41.190000000000005,5831.791666666667,17128.110000000004
tamil nadu,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31975.85,22.34,35.76,75.61,8653.269545454545,42510.9
meghalaya,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.48,7.21,,105.23000000000002,12098.565428571426,83595.9
west bengal,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29956.71,21.66,38.09,70.39,11741.893448275861,44669.74
meghalaya,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.48,5.64,,148.82,12560.268974358976,92537.60000000005
tamil nadu,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31339.13,20.55,33.910000000000004,41.190000000000005,5831.791666666667,17128.110000000004
uttar pradesh,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.8,12.23,53.43,47.769999999999996,4924.260555555556,20709.799999999996
bihar,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,10.13,105.23000000000002,12098.565428571426,83595.9
assam,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.43,1.1,,41.190000000000005,5831.791666666667,17128.110000000004
gujarat,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722.05,14.53,27.39,148.82,12560.268974358976,92537.60000000005
odisha,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75799.08,123.63,44.95,221.05999999999992,8955.911714285718,108887.29999999999
arunachal pradesh,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.23,0.3,,70.39,11741.893448275861,44669.74
assam,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.65,0.78,,221.05999999999992,8955.911714285718,108887.29999999999
bihar,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,6.97,41.190000000000005,5831.791666666667,17128.110000000004
kerala,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,,70.39,11741.893448275861,44669.74
jammu and kashmir,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.55,0.02,,70.39,11741.893448275861,44669.74
jammu and kashmir,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.55,0.01,,60.86000000000001,10789.69304347826,45945.799999999996
arunachal pradesh,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.23,0.0,,202.92,6470.7391891891875,87766.59999999998
jammu and kashmir,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.55,0.01,,202.92,6470.7391891891875,87766.59999999998
sikkim,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.23,,,171.04,10755.569062499999,99128.8
jammu and kashmir,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.55,0.02,,105.23000000000002,12098.565428571426,83595.9
sikkim,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.23,,,60.86000000000001,10789.69304347826,45945.799999999996
arunachal pradesh,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.23,0.0,,171.04,10755.569062499999,99128.8
nagaland,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.41,,,75.61,8653.269545454545,42510.9
odisha,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65226.86,98.4,32.339999999999996,60.86000000000001,10789.69304347826,45945.799999999996
madhya pradesh,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20346.23,59.73,26.480000000000004,47.769999999999996,4924.260555555556,20709.799999999996
sikkim,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.45,,,47.769999999999996,4924.260555555556,20709.799999999996
puducherry,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.61,,,202.92,6470.7391891891875,87766.59999999998
jharkhand,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80716.11,113.09,33.379999999999995,171.04,10755.569062499999,99128.8
kerala,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,,171.04,10755.569062499999,99128.8
odisha,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75895.67,138.46,43.089999999999996,202.92,6470.7391891891875,87766.59999999998
madhya pradesh,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26907.06,107.71,59.76,202.92,6470.7391891891875,87766.59999999998
rajasthan,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4835.29,1.52,17.62,70.39,11741.893448275861,44669.74
assam,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.01,0.49,0.11,202.92,6470.7391891891875,87766.59999999998
jharkhand,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80701.19,111.27,19.979999999999997,148.82,12560.268974358976,92537.60000000005
tamil nadu,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35208.9,26.54,42.15,221.05999999999992,8955.911714285718,108887.29999999999
andhra pradesh,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18926.92,44.55,41.760000000000005,60.86000000000001,10789.69304347826,45945.799999999996
maharashtra,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10882.09,39.16,33.03,105.23000000000002,12098.565428571426,83595.9
kerala,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,,202.92,6470.7391891891875,87766.59999999998
west bengal,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31532.11,25.75,45.19,202.92,6470.7391891891875,87766.59999999998
gujarat,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662.75,10.53,23.55,75.61,8653.269545454545,42510.9
arunachal pradesh,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.23,0.14,,60.86000000000001,10789.69304347826,45945.799999999996
madhya pradesh,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24376.26,71.12,33.67,105.23000000000002,12098.565428571426,83595.9
nagaland,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.41,,,70.39,11741.893448275861,44669.74
madhya pradesh,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23125.73,71.1,34.3,70.39,11741.893448275861,44669.74
gujarat,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662.75,10.11,24.05,60.86000000000001,10789.69304347826,45945.799999999996
kerala,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,,41.190000000000005,5831.791666666667,17128.110000000004
odisha,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66307.25,106.41,36.94,75.61,8653.269545454545,42510.9
nagaland,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.41,,,221.05999999999992,8955.911714285718,108887.29999999999
odisha,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63233.58,81.16,29.66,47.769999999999996,4924.260555555556,20709.799999999996
puducherry,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.61,,,105.23000000000002,12098.565428571426,83595.9
west bengal,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28335.99,22.52,33.43,54.02000000000002,7267.551923076923,25861.400000000005
telangana,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21414.81,60.38,25.91,202.92,6470.7391891891875,87766.59999999998
maharashtra,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9669.53,36.22,34.21,47.769999999999996,4924.260555555556,20709.799999999996
madhya pradesh,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26535.79,87.61,47.160000000000004,221.05999999999992,8955.911714285718,108887.29999999999
meghalaya,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.48,5.49,,60.86000000000001,10789.69304347826,45945.799999999996
arunachal pradesh,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.23,0.0,,41.190000000000005,5831.791666666667,17128.110000000004
uttar pradesh,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.8,12.69,69.56,202.92,6470.7391891891875,87766.59999999998
west bengal,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28335.15,24.94,32.01,47.769999999999996,4924.260555555556,20709.799999999996
puducherry,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.61,,,54.02000000000002,7267.551923076923,25861.400000000005
jharkhand,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75460.14,90.9,12.030000000000001,54.02000000000002,7267.551923076923,25861.400000000005
chhattisgarh,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56036.38,130.6,51.3,202.92,6470.7391891891875,87766.59999999998
bihar,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,6.37,202.92,6470.7391891891875,87766.59999999998
maharashtra,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10964.04,39.13,35.98,148.82,12560.268974358976,92537.60000000005
rajasthan,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4311.43,0.46,12.319999999999999,47.769999999999996,4924.260555555556,20709.799999999996
uttar pradesh,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.8,14.72,69.84,171.04,10755.569062499999,99128.8
puducherry,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.61,,,171.04,10755.569062499999,99128.8
bihar,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,8.65,148.82,12560.268974358976,92537.60000000005
rajasthan,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4803.93,1.21,17.7,75.61,8653.269545454545,42510.9
kerala,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,,47.769999999999996,4924.260555555556,20709.799999999996
odisha,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61999.26,70.54,26.1,41.190000000000005,5831.791666666667,17128.110000000004
gujarat,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722.05,13.06,24.720000000000002,70.39,11741.893448275861,44669.74
west bengal,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31437.4,29.97,49.00999999999999,221.05999999999992,8955.911714285718,108887.29999999999
sikkim,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.23,,,202.92,6470.7391891891875,87766.59999999998
puducherry,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.61,,,221.05999999999992,8955.911714285718,108887.29999999999
puducherry,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.61,,,47.769999999999996,4924.260555555556,20709.799999999996
tamil nadu,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35679.93,25.45,44.07,202.92,6470.7391891891875,87766.59999999998
gujarat,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662.75,11.79,23.1,54.02000000000002,7267.551923076923,25861.400000000005
kerala,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,,148.82,12560.268974358976,92537.60000000005
nagaland,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.94,,,54.02000000000002,7267.551923076923,25861.400000000005
west bengal,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27814.93,24.48,30.35,41.190000000000005,5831.791666666667,17128.110000000004
jharkhand,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73897.83,85.42,8.5,41.190000000000005,5831.791666666667,17128.110000000004
arunachal pradesh,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.23,0.08,,54.02000000000002,7267.551923076923,25861.400000000005
andhra pradesh,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17714.46,37.71,22.59,47.769999999999996,4924.260555555556,20709.799999999996
maharashtra,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11435.7,38.35,54.92,202.92,6470.7391891891875,87766.59999999998
puducherry,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.61,,,75.61,8653.269545454545,42510.9
rajasthan,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5689.52,5.7,24.6,148.82,12560.268974358976,92537.60000000005
maharashtra,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9076.74,36.12,34.059999999999995,41.190000000000005,5831.791666666667,17128.110000000004
assam,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.43,1.1,,54.02000000000002,7267.551923076923,25861.400000000005
telangana,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21211.35,52.54,28.15,221.05999999999992,8955.911714285718,108887.29999999999
andhra pradesh,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22016.24,50.43,40.98,75.61,8653.269545454545,42510.9
gujarat,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662.75,8.95,19.919999999999998,41.190000000000005,5831.791666666667,17128.110000000004
tamil nadu,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31327.02,21.01,33.85,47.769999999999996,4924.260555555556,20709.799999999996
nagaland,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.94,,,41.190000000000005,5831.791666666667,17128.110000000004
chhattisgarh,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54912.2,134.76,56.98,221.05999999999992,8955.911714285718,108887.29999999999
tamil nadu,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33878.13,24.59,37.39,105.23000000000002,12098.565428571426,83595.9
assam,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.52,1.11,,75.61,8653.269545454545,42510.9
tamil nadu,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32892.92,23.14,35.91,70.39,11741.893448275861,44669.74
gujarat,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722.05,10.12,22.92,202.92,6470.7391891891875,87766.59999999998
odisha,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75072.62,112.92,38.49,171.04,10755.569062499999,99128.8
sikkim,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.23,,,54.02000000000002,7267.551923076923,25861.400000000005
west bengal,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31285.96,26.47,49.44,148.82,12560.268974358976,92537.60000000005
chhattisgarh,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41450.48,83.24,26.14,47.769999999999996,4924.260555555556,20709.799999999996
arunachal pradesh,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.23,0.25,,75.61,8653.269545454545,42510.9
odisha,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73710.01,110.13,40.309999999999995,148.82,12560.268974358976,92537.60000000005
jammu and kashmir,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.55,0.02,,47.769999999999996,4924.260555555556,20709.799999999996
rajasthan,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5720.34,6.07,23.78,171.04,10755.569062499999,99128.8
kerala,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,,75.61,8653.269545454545,42510.9
andhra pradesh,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18696.59,40.6,39.36,54.02000000000002,7267.551923076923,25861.400000000005
jharkhand,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81048.77,124.14,29.75,221.05999999999992,8955.911714285718,108887.29999999999
west bengal,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30617.510000000002,24.23,42.489999999999995,105.23000000000002,12098.565428571426,83595.9
uttar pradesh,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.8,16.18,58.31999999999999,105.23000000000002,12098.565428571426,83595.9
west bengal,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29853.99,23.13,34.95,75.61,8653.269545454545,42510.9
uttar pradesh,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.8,13.97,52.75,75.61,8653.269545454545,42510.9
uttar pradesh,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.8,16.09,64.55,148.82,12560.268974358976,92537.60000000005
andhra pradesh,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22468.15,50.47,48.709999999999994,171.04,10755.569062499999,99128.8
chhattisgarh,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44134.04,90.17,29.61,54.02000000000002,7267.551923076923,25861.400000000005
odisha,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65263.34,89.48,33.17,54.02000000000002,7267.551923076923,25861.400000000005
maharashtra,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10308.09,41.01,38.45,75.61,8653.269545454545,42510.9
tamil nadu,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34347.71,26.61,40.29,171.04,10755.569062499999,99128.8
chhattisgarh,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46682.01,109.95,47.099999999999994,75.61,8653.269545454545,42510.9
jharkhand,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76963.69,105.92,11.66,75.61,8653.269545454545,42510.9
jharkhand,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76711.96,96.27,10.970000000000002,60.86000000000001,10789.69304347826,45945.799999999996
bihar,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,9.53,75.61,8653.269545454545,42510.9
maharashtra,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10533.41,39.34,35.61,70.39,11741.893448275861,44669.74
rajasthan,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5735.97,8.27,26.15,202.92,6470.7391891891875,87766.59999999998
tamil nadu,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34347.71,26.22,38.269999999999996,148.82,12560.268974358976,92537.60000000005
andhra pradesh,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22206.96,53.19,51.300000000000004,148.82,12560.268974358976,92537.60000000005
