state_name,join_date,energy_requirement,energy_availability,deficit_mu,deficit_pct,total_gen_actual_mu,total_gen_program_mu,avg_monitored_cap_mw,total_renew_gen_mu,total_solar_gen_mu,total_wind_gen_mu,total_other_gen_mu,cap_coal_mw,cap_gas_mw,cap_diesel_mw,cap_lignite_mw,cap_nuclear_mw,cap_hydro_mw,cap_res_mw,total_thermal_mw,total_capacity_mw,avg_total_outage_mw,avg_fresh_outage_mw,total_energy_lost_mwh,total_incidents_count,fresh_incidents_count,avg_coal_stock_days,avg_coal_normative_stock_days,avg_req_normative_coal_stock_tonnes,avg_actual_coal_stock_tonnes,avg_indigenous_coal_stock_tonnes,avg_import_coal_stock_tonnes,avg_coal_plf_prcnt,avg_actual_vs_norm_coal_stock_prcnt,total_coal_consumption_tonnes,total_coal_receipt_tonnes,total_coal_requirement_tonnes,coal_stock_critical_incidents,year,month_num,month_start_date
dvc,2022-06-01,2214.07,2212.52,1.550000000000182,0.0700068200192488,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2022,6,2022-06-01
dvc,2022-06-01,2214.07,2301.83,-87.75999999999976,-3.9637409837990556,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2022,6,2022-06-01
manipur,2023-02-01,83.27,83.27,0.0,0.0,8.91,0.0,70.5,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,105.0,17.73,36.0,158.73,23.75,23.75,15960.0,2.0,2.0,,,,,,,,,,,,,2023,2,2023-02-01
lakshadweep,2023-05-01,6.13,6.13,0.0,0.0,4.649999999999999,0.0,26.82999999999999,0.0,,,,0.0,0.0,26.83,0.0,0.0,0.0,3.27,26.83,30.099999999999998,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,2023,5,2023-05-01
lakshadweep,2023-05-01,5.88,5.88,0.0,0.0,4.649999999999999,0.0,26.82999999999999,0.0,,,,0.0,0.0,26.83,0.0,0.0,0.0,3.27,26.83,30.099999999999998,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,2023,5,2023-05-01
manipur,2023-05-01,78.16,78.0,0.1599999999999966,0.2047082906857684,5.67,31.0,70.5,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,105.0,17.88,36.0,158.88,57.58064516129032,57.58064516129032,42840.0,2.0,2.0,,,,,,,,,,,,,2023,5,2023-05-01
haryana,2020-08-01,5765.28,5745.43,19.849999999999454,0.3443024449809802,455.04999999999995,2098.7000000000007,443.19923076923067,16.359999999999996,3.97,0.0,12.389999999999997,5330.0,431.59,0.0,0.0,537.98,0.0,0.0,5761.59,6299.57,4852.276129032258,263.5664516129033,3610093.44,29.0,20.0,50.21935483870968,25.0,0.0,511.4299999999999,484.212,27.21800000000001,37.53825806451612,,0.0,0.0,1486.81,0.0,2020,8,2020-08-01
dadra & nagar haveli and daman & diu,2021-03-01,836.26,836.26,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2021,3,2021-03-01
meghalaya,2021-08-01,175.58,175.52,0.060000000000002274,0.03417245699965957,144.97000000000003,155.0,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.34,0.0,322.0,0.0,372.34000000000003,0.0,0.0,0.0,5.0,5.0,,,,,,,,,,,,,2021,8,2021-08-01
manipur,2021-09-01,79.08,78.91,0.1700000000000017,0.21497218007081653,66.13999999999999,75.0,70.5,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,17.57,0.0,105.0,36.0,158.57,3.5,3.5,2520.0,2.0,2.0,,,,,,,,,,,,,2021,9,2021-09-01
assam,2022-05-01,954.02,954.02,0.0,0.0,797.14,608.08,172.03600000000003,15.869999999999996,15.869999999999996,0.0,0.0,750.0,620.35,0.0,0.0,0.0,350.0,179.04999999999998,1370.35,1899.3999999999999,356.388064516129,348.32354838709676,265152.72,14.0,13.0,,26.0,232.52999999999994,55.87709677419354,55.87709677419354,0.0,88.87096774193546,0.24,264.64,317.93,277.14,21.0,2022,5,2022-05-01
uttar pradesh,2020-03-01,7295.8,7213.11,82.69000000000051,1.1333918144686053,4907.68,6534.789999999998,288.8806976744185,144.39999999999998,29.2,0.0,115.2,22409.0,1493.14,0.0,0.0,3235.71,440.0,501.6,23902.14,28079.449999999997,10282.806666666667,1827.6955555555553,4442172.48,114.0,78.0,32.6497277676951,24.473684210526315,0.0,351.4916696914701,350.4729219600726,1.018747731397459,39.419637023593495,,0.0,0.0,6411.499999999999,0.0,2020,3,2020-03-01
west bengal,2020-07-01,5017.19,5014.02,3.1699999999991633,0.06318277761055817,6522.94,6687.359999999999,247.40000000000006,89.27999999999999,0.0,0.0,89.27999999999999,14177.0,100.0,0.0,0.0,535.48,0.0,1341.2,14277.0,16153.68,4278.806451612903,309.85483870967744,3183432.0,92.0,68.0,31.298924731182797,20.0,0.0,286.97529032258075,286.97529032258075,0.0,45.7160860215054,,0.0,0.0,4802.9400000000005,0.0,2020,7,2020-07-01
west bengal,2020-09-01,5015.38,5008.4,6.980000000000473,0.13917190721342096,6561.410000000001,6248.989999999998,247.40000000000006,75.11000000000003,0.0,0.0,75.11000000000003,14177.0,100.0,0.0,0.0,556.97,0.0,1341.2,14277.0,16175.17,4220.216666666665,305.54999999999995,3038555.999999999,93.0,68.0,31.322222222222223,20.0,0.0,276.8142444444445,276.8142444444445,0.0,48.371000000000016,,0.0,0.0,4708.65,0.0,2020,9,2020-09-01
odisha,2021-10-01,3298.76,3296.45,2.3100000000004,0.07002631291759327,5674.13,5219.42,307.42763157894734,45.230000000000004,0.0,0.0,45.230000000000004,9540.0,0.0,0.0,0.0,590.3399999999999,0.0,2142.25,9540.0,12272.59,2538.6774193548385,456.4193548387097,1888776.0,53.0,41.0,10.93010752688172,15.833333333333334,312.4163461538462,209.31586021505376,209.31586021505376,0.0,78.50715053763437,0.6401282051282052,0.0,3905.96,3780.21,65.0,2021,10,2021-10-01
haryana,2022-02-01,3562.5,3544.56,17.940000000000055,0.5035789473684226,1921.4300000000003,1591.73,443.19923076923067,48.54999999999999,20.78,0.0,27.769999999999996,5330.0,431.59,0.0,0.0,0.0,0.0,1089.71,5761.59,6851.3,2450.161428571428,488.0185714285714,1646508.4799999997,22.0,18.0,,26.0,384.71600000000024,219.92757142857138,219.92757142857138,0.0,61.775,0.5414285714285713,1263.28,1278.4199999999998,2071.72,10.0,2022,2,2022-02-01
chandigarh,2022-02-01,96.86,96.86,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.45,0.0,53.45,0.0,,,,,,,,,,,,,,,,,2022,2,2022-02-01
nagaland,2022-04-01,69.39,61.86,7.530000000000001,10.851707738867274,2.1100000000000003,3.0000000000000004,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,33.71,0.0,108.71000000000001,45.833333333333336,45.833333333333336,33000.0,1.0,1.0,,,,,,,,,,,,,2022,4,2022-04-01
rajasthan,2022-04-01,8221.64,7768.82,452.8199999999997,5.507660272159809,5556.27,6028.039999999999,261.8826,2818.3699999999994,2200.2700000000004,595.9599999999999,22.14,8900.0,1023.1299999999999,0.0,1580.0,1180.0,411.0,17512.739999999998,11503.13,30606.869999999995,3965.235333333333,1032.4020000000003,2854969.44,102.0,90.0,,26.0,354.42375,46.770833333333336,50.458749999999995,0.0,63.471249999999976,0.1275833333333333,2652.94,2483.390000000001,3271.5000000000014,217.0,2022,4,2022-04-01
manipur,2022-10-01,79.8,79.8,0.0,0.0,40.15,70.05999999999997,70.5,0.45,0.45,0.0,0.0,0.0,0.0,36.0,0.0,0.0,105.0,17.73,36.0,158.73,0.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,2022,10,2022-10-01
jharkhand,2023-02-01,997.36,916.51,80.85000000000002,8.106400898371703,2171.24,2326.5200000000004,233.60714285714286,2.6,2.6,0.0,0.0,4910.0,0.0,0.0,0.0,0.0,210.0,110.2,4910.0,5230.2,870.1785714285714,98.57142857142857,584760.0,34.0,31.0,,26.0,203.82714285714295,145.7605612244898,140.1709693877551,5.589591836734694,83.14999999999996,0.6685204081632652,1283.2099999999998,1464.36,1536.640000000001,0.0,2023,2,2023-02-01
himachal pradesh,2023-03-01,1025.63,1023.16,2.470000000000141,0.24082758889659434,1451.8199999999997,1608.5899999999997,320.719375,125.0,0.99,0.0,124.00999999999998,0.0,0.0,0.0,0.0,0.0,10263.02,1067.4,0.0,11330.42,2871.837741935484,2871.837741935484,2136647.2800000003,32.0,32.0,,,,,,,,,,,,,2023,3,2023-03-01
bihar,2023-03-01,2882.11,2863.95,18.16000000000031,0.6300939242430132,4736.76,4103.469999999998,311.1111111111111,22.980000000000004,22.980000000000004,0.0,0.0,8400.0,0.0,0.0,0.0,0.0,0.0,389.59999999999997,8400.0,8789.6,1435.8064516129032,114.6774193548387,1068240.0,47.0,41.0,,24.5,448.37333333333345,193.1163978494624,188.33897849462366,4.777419354838709,79.90833333333337,0.3747849462365591,3143.5499999999993,3082.4199999999996,3590.4200000000014,70.0,2023,3,2023-03-01
lakshadweep,2020-11-01,4.37,4.37,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.75,0.0,,,,,,,,,,,,,,,,,2020,11,2020-11-01
andaman- nicobar,2021-07-01,28.84,26.92,1.9199999999999982,6.657420249653254,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2021,7,2021-07-01
nagaland,2022-05-01,75.1,71.8,3.299999999999997,4.39414114513981,13.739999999999998,7.130000000000003,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,34.71,0.0,109.71000000000001,12.903225806451612,12.903225806451612,9600.0,1.0,1.0,,,,,,,,,,,,,2022,5,2022-05-01
telangana,2022-06-01,5322.6,5318.87,3.730000000000473,0.0700785330477675,4290.660000000001,4886.4000000000015,330.583870967742,571.7799999999999,542.7100000000002,29.069999999999997,0.0,7842.5,0.0,0.0,0.0,0.0,2405.6,5059.780000000001,7842.5,15307.880000000001,3224.0333333333333,1904.533333333333,2321304.0,54.0,52.0,,22.142857142857142,296.87328571428543,127.18566666666669,120.602,6.583666666666667,68.52552380952378,0.5181904761904762,2638.4900000000002,3081.2900000000004,2883.390000000001,43.0,2022,6,2022-06-01
telangana,2022-06-01,5322.6,5381.99,-59.38999999999942,-1.115808063728242,4290.660000000001,4886.4000000000015,330.583870967742,571.7799999999999,542.7100000000002,29.069999999999997,0.0,7842.5,0.0,0.0,0.0,0.0,2405.6,5059.780000000001,7842.5,15307.880000000001,3224.0333333333333,1904.533333333333,2321304.0,54.0,52.0,,22.142857142857142,296.87328571428543,127.18566666666669,120.602,6.583666666666667,68.52552380952378,0.5181904761904762,2638.4900000000002,3081.2900000000004,2883.390000000001,43.0,2022,6,2022-06-01
uts of j&k and ladakh,2022-10-01,1572.67,1556.55,16.12000000000012,1.025008425162311,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2022,10,2022-10-01
lakshadweep,2022-12-01,5.21,5.21,0.0,0.0,0.0,0.0,26.83,0.0,,,,0.0,0.0,26.83,0.0,0.0,0.0,3.27,26.83,30.099999999999998,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,2022,12,2022-12-01
puducherry,2023-04-01,279.19,279.12,0.06999999999999318,0.025072531251116865,20.999999999999996,21.900000000000006,32.5,1.1900000000000004,1.1900000000000004,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,35.53,32.5,68.03,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,2023,4,2023-04-01
puducherry,2023-06-01,310.72,310.72,0.0,0.0,20.999999999999996,14.060000000000002,32.5,1.1000000000000005,1.1000000000000005,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,43.26,32.5,75.75999999999999,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,2023,6,2023-06-01
madhya pradesh,2020-06-01,5282.87,5282.87,0.0,0.0,9069.46,10651.050000000003,389.75,722.54,298.53999999999996,421.49999999999994,2.500000000000001,21150.0,0.0,0.0,0.0,5048.35,0.0,2235.0,21150.0,28433.35,7922.5,636.8333333333334,5704200.0,91.0,70.0,28.17,20.0,0.0,380.5720000000001,380.5720000000001,0.0,51.574233333333304,,0.0,0.0,4707.06,0.0,2020,6,2020-06-01
chhattisgarh,2020-06-01,2324.88,2324.88,0.0,0.0,0.0,,,7.6000000000000005,7.6000000000000005,0.0,0.0,23128.0,0.0,0.0,0.0,551.8499999999999,0.0,120.0,23128.0,23799.85,0.0,,,,,22.458823529411763,15.882352941176471,0.0,266.63866666666667,265.96292156862745,0.6757450980392162,58.422843137254915,,0.0,0.0,7324.670000000001,0.0,2020,6,2020-06-01
tripura,2020-10-01,148.24,148.11,0.12999999999999545,0.08769562871019661,591.5,570.7700000000001,226.42000000000004,0.0,0.0,0.0,0.0,0.0,1132.1,0.0,0.0,25.42,0.0,0.0,1132.1,1157.52,145.958064516129,145.958064516129,108592.79999999999,5.0,5.0,,,,,,,,,,,,,2020,10,2020-10-01
telangana,2023-02-01,7807.19,7806.68,0.5099999999993088,0.00653243996878914,4391.58,4842.04,330.583870967742,639.2399999999999,623.82,15.420000000000002,0.0,7842.5,0.0,0.0,0.0,0.0,2405.6,5096.52,7842.5,15344.62,2248.053571428571,1296.982142857143,1510691.9999999995,55.0,52.0,,24.714285714285715,313.2857142857143,264.61596938775506,264.61596938775506,0.0,66.70285714285714,0.7085204081632653,2629.4700000000003,2557.76,2679.8800000000006,17.0,2023,2,2023-02-01
maharashtra,2020-01-01,13178.15,13178.15,0.0,0.0,10816.440000000002,12551.939999999997,322.8597343453511,434.90000000000003,179.2,255.7,0.0,24966.0,3207.08,0.0,0.0,9575.46,1400.0,3047.0,28173.08,42195.54,13574.24967741936,2864.056129032259,10099241.760000004,158.0,118.0,27.385080645161292,22.1875,0.0,325.14102822580645,288.1759677419355,36.96457661290323,45.116552419354846,,0.0,0.0,7195.27,0.0,2020,1,2020-01-01
himachal pradesh,2020-06-01,808.39,806.29,2.1000000000000227,0.2597756033597673,5363.32,4837.5,306.531875,387.05,0.5999999999999999,0.0,386.45000000000005,0.0,0.0,0.0,0.0,958.85,0.0,9809.02,0.0,10767.87,1644.2223333333334,1644.2223333333334,1183840.08,32.0,32.0,,,,,,,,,,,,,2020,6,2020-06-01
uts of j&k and ladakh,2021-01-01,2034.75,1653.95,380.79999999999995,18.71482983167465,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2021,1,2021-01-01
karnataka,2021-03-01,8007.66,7992.07,15.590000000000146,0.194688585679214,5563.74,4512.379999999998,318.8499999999999,1795.3899999999999,1166.1699999999996,381.02,248.19999999999993,9480.0,0.0,25.2,0.0,15462.8,880.0,3644.2,9505.2,29492.2,3916.290322580646,623.0645161290323,2913720.0000000005,69.0,60.0,6.919354838709677,26.25,0.0,158.889435483871,136.56129032258065,22.328064516129025,48.95274193548389,,0.0,0.0,2357.83,0.0,2021,3,2021-03-01
lakshadweep,2021-05-01,5.33,5.33,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.75,0.0,,,,,,,,,,,,,,,,,2021,5,2021-05-01
punjab,2021-08-01,8268.7,8268.7,0.0,0.0,3170.6399999999994,3191.7600000000007,282.3458333333334,202.54,107.64000000000001,0.0,94.89999999999999,5680.0,0.0,0.0,0.0,1687.9199999999998,0.0,1096.3,5680.0,8464.22,1797.6935483870968,182.20967741935485,1337484.0,55.0,42.0,19.135483870967743,28.0,0.0,233.4797419354838,233.4797419354838,0.0,61.08148387096772,,0.0,0.0,1823.8999999999999,0.0,2021,8,2021-08-01
telangana,2022-04-01,7199.79,7182.04,17.75,0.24653496838102223,4856.5,4903.360000000001,330.583870967742,570.28,554.74,15.54,0.0,7842.5,0.0,0.0,0.0,0.0,2405.6,4964.56,7842.5,15212.66,2444.4466666666663,1868.9466666666665,1760001.5999999999,58.0,56.0,,22.142857142857142,301.077142857143,100.29885714285716,89.75142857142858,0.0,75.19071428571435,0.3991904761904761,2887.71,2777.11,2917.800000000002,33.0,2022,4,2022-04-01
gujarat,2023-03-01,11336.9,11336.9,0.0,0.0,4620.44,8385.0,383.4324999999999,2256.35,941.3599999999999,1311.4899999999998,3.5000000000000013,14692.0,7551.41,0.0,1400.0,440.0,1990.0,19435.85,23643.41,45509.259999999995,16400.07483870968,7126.849032258065,12201655.680000002,139.0,122.0,,26.0,459.22666666666635,148.42609318996418,32.669498207885304,115.75659498207884,46.927777777777806,0.2965232974910395,1919.0700000000004,2045.8400000000001,4927.76,114.0,2023,3,2023-03-01
mizoram,2020-02-01,57.3,57.02,0.27999999999999403,0.4886561954624678,7.060000000000001,9.859999999999998,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.99,0.0,60.0,0.0,97.99000000000001,13.448275862068966,13.448275862068966,9360.0,1.0,1.0,,,,,,,,,,,,,2020,2,2020-02-01
andaman- nicobar,2020-04-01,28.84,26.92,1.9199999999999982,6.657420249653254,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2020,4,2020-04-01
karnataka,2021-04-01,7225.47,7224.38,1.0900000000001455,0.015085523848277629,5237.969999999999,4375.199999999999,318.8499999999999,1782.7100000000007,1271.2599999999998,398.40000000000003,113.05000000000003,9480.0,0.0,25.2,0.0,15477.029999999999,880.0,3644.2,9505.2,29506.43,3849.033333333334,786.0333333333331,2771304.000000001,72.0,66.0,5.433333333333334,26.25,0.0,105.86375000000001,101.20808333333335,4.655666666666667,55.55266666666666,,0.0,0.0,2181.06,0.0,2021,4,2021-04-01
andhra pradesh,2022-12-01,5586.36,5586.36,0.0,0.0,5331.0,5703.379999999999,329.7334545454545,874.4099999999999,570.4800000000001,303.93,0.0,11590.0,4898.54,36.8,0.0,0.0,1610.0,9349.52,16525.34,27484.86,7095.987096774191,4911.470967741935,5279414.3999999985,83.0,72.0,,23.0,418.2711111111113,156.24308243727594,113.41720430107526,42.825878136200714,44.890358422939045,0.24369175627240147,3814.2400000000007,3634.17,5073.770000000001,196.0,2022,12,2022-12-01
andhra pradesh,2023-02-01,6172.18,6171.74,0.4400000000005093,0.007128761636901537,5669.1,5948.920000000003,329.7334545454545,1023.23,724.7500000000002,298.48,0.0,11590.0,4898.54,36.8,0.0,0.0,1610.0,9357.88,16525.34,27493.22,6609.2542857142835,5049.9685714285715,4441418.879999999,78.0,70.0,,26.0,472.8266666666668,102.71186507936505,57.925000000000004,44.786865079365086,50.175555555555555,0.12686507936507935,3853.570000000001,3922.7200000000007,4582.760000000001,208.0,2023,2,2023-02-01
andhra pradesh,2020-06-01,5074.65,5074.65,0.0,0.0,3955.63,5794.470000000001,329.7334545454545,1247.1899999999998,374.17,873.0199999999999,0.0,11590.0,4898.54,36.8,0.0,8373.67,0.0,1610.0,16525.34,26509.010000000002,9481.438000000002,4498.104666666666,6826635.360000001,82.0,61.0,25.61111111111111,22.5,0.0,451.6522222222223,401.9421666666667,49.71005555555556,38.856166666666674,,0.0,0.0,2810.68,0.0,2020,6,2020-06-01
kerala,2020-06-01,1922.39,1922.39,0.0,0.0,506.78999999999996,412.50000000000006,134.2126315789474,122.22000000000004,26.4,95.82,0.0,0.0,533.5799999999999,159.96,0.0,431.86,0.0,1856.5,693.54,2981.9,1075.9133333333332,1075.9133333333332,774657.6,19.0,19.0,,,,,,,,,,,,,2020,6,2020-06-01
rajasthan,2020-08-01,6840.81,6837.25,3.5600000000004,0.05204062092062782,3998.6999999999994,4808.109999999999,248.68260000000006,1406.9799999999998,765.59,619.78,21.61,9820.0,1023.1299999999999,0.0,0.0,9755.6,1180.0,411.0,10843.13,22189.73,5529.687741935484,707.2683870967742,4114087.68,82.0,62.0,20.330645161290324,30.0,0.0,299.07443548387096,299.07443548387096,0.0,51.945403225806416,,0.0,0.0,2005.1900000000005,0.0,2020,8,2020-08-01
chhattisgarh,2021-06-01,2549.6,2548.98,0.6199999999998909,0.024317540006271215,0.0,,,13.1,13.1,0.0,0.0,23688.0,0.0,0.0,0.0,598.38,0.0,120.0,23688.0,24406.38,0.0,,,,,13.647321428571429,16.004464285714285,0.0,178.39899553571428,178.1838392857143,0.1799330357142857,72.11953125000004,,0.0,0.0,7087.730000000001,5.0,2021,6,2021-06-01
mizoram,2021-07-01,51.69,50.49,1.1999999999999957,2.3215322112594228,5.1,10.849999999999998,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.26,0.0,60.0,0.0,104.25999999999999,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,2021,7,2021-07-01
chandigarh,2022-01-01,125.22,125.22,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.45,0.0,53.45,0.0,,,,,,,,,,,,,,,,,2022,1,2022-01-01
tripura,2022-12-01,114.26,114.26,0.0,0.0,619.5699999999999,508.25,213.51999999999998,0.5100000000000001,0.5100000000000001,0.0,0.0,0.0,1067.6,0.0,0.0,0.0,0.0,32.68000000000001,1067.6,1100.28,52.5741935483871,52.5741935483871,39115.200000000004,5.0,5.0,,,,,,,,,,,,,2022,12,2022-12-01
karnataka,2023-01-01,7325.56,7325.09,0.47000000000025466,0.006415891754353997,5293.26,5056.159999999998,319.8727272727272,2275.14,1395.75,467.2900000000001,412.1000000000001,9480.0,0.0,25.2,0.0,880.0,3689.2,16471.12,9505.2,30545.52,3912.870967741935,1390.2903225806451,2911175.9999999995,77.0,66.0,,24.0,391.7671428571428,244.11668202764977,142.63175115207378,101.48493087557605,38.708064516129014,0.9276497695852532,2459.8799999999997,2111.0499999999997,3542.37,31.0,2023,1,2023-01-01
gujarat,2021-02-01,9546.61,9546.61,0.0,0.0,8261.62,8905.539999999997,377.87550724637674,1110.0900000000001,400.81000000000006,709.28,0.0,16092.0,7551.41,0.0,0.0,12530.96,440.0,1990.0,23643.41,38604.369999999995,8435.159285714288,5763.730714285715,5668427.040000002,103.0,90.0,9.267857142857142,30.0,0.0,87.79196428571429,68.60982142857144,19.182142857142857,60.85928571428575,,0.0,0.0,1483.5800000000004,0.0,2021,2,2021-02-01
punjab,2021-07-01,8318.88,8199.13,119.75,1.4394966630123287,2908.4700000000003,3174.710000000001,282.3458333333334,187.67000000000002,90.52,0.0,97.14999999999996,5680.0,0.0,0.0,0.0,1664.71,0.0,1096.3,5680.0,8441.01,2058.3387096774195,242.8548387096774,1531404.0,56.0,55.0,22.89677419354839,28.0,0.0,299.508064516129,299.508064516129,0.0,51.28987096774191,,0.0,0.0,1950.0500000000002,0.0,2021,7,2021-07-01
uttarakhand,2021-09-01,1371.35,1367.04,4.309999999999945,0.31428883946475705,2087.8300000000004,1622.4000000000003,187.1891304347826,16.14,16.14,0.0,0.0,0.0,450.0,0.0,0.0,905.4,0.0,3855.35,450.0,5210.75,203.77,203.77,146714.40000000002,23.0,23.0,,,,,,,,,,,,,2021,9,2021-09-01
nagaland,2021-11-01,66.06,66.06,0.0,0.0,7.07,12.899999999999999,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.71,0.0,75.0,0.0,108.71000000000001,0.8333333333333334,0.8333333333333334,600.0,1.0,1.0,,,,,,,,,,,,,2021,11,2021-11-01
goa,2022-10-01,362.35,362.35,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,26.79,48.0,74.78999999999999,48.0,48.0,35712.0,1.0,1.0,,,,,,,,,,,,,2022,10,2022-10-01
chhattisgarh,2023-02-01,3233.79,3224.97,8.820000000000164,0.27274498344048825,0.0,,,50.4,50.4,0.0,0.0,23688.0,0.0,0.0,0.0,0.0,120.0,1298.35,23688.0,25106.35,0.0,,,,,,24.96153846153846,317.7692307692307,209.48480769230767,206.16070054945058,3.324107142857143,63.726538461538446,0.6547115384615384,10582.496363636361,11292.485454545456,9908.92,167.0,2023,2,2023-02-01
uts of j&k and ladakh,2020-05-01,1620.34,1309.14,311.1999999999998,19.20584568670772,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2020,5,2020-05-01
uts of j&k and ladakh,2020-10-01,1455.37,1455.37,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2020,10,2020-10-01
puducherry,2021-01-01,216.54,216.54,0.0,0.0,21.549999999999997,20.150000000000006,32.5,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,9.33,0.0,0.0,32.5,41.83,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,2021,1,2021-01-01
bihar,2023-01-01,2967.4,2933.84,33.559999999999945,1.1309563928017776,4698.629999999999,3924.5100000000007,350.0,14.600000000000005,14.600000000000005,0.0,0.0,8400.0,0.0,0.0,0.0,0.0,0.0,389.59999999999997,8400.0,8789.6,1459.3548387096773,117.74193548387096,1085760.0,43.0,37.0,,22.666666666666668,415.7116666666666,286.24462365591404,279.8417204301075,6.402903225806453,76.6568279569893,0.6308064516129035,3069.9600000000005,3110.1099999999997,3590.4200000000014,0.0,2023,1,2023-01-01
tripura,2020-03-01,110.47,110.47,0.0,0.0,184.31,325.43999999999994,226.42000000000004,0.0,0.0,0.0,0.0,0.0,1132.1,0.0,0.0,25.42,0.0,0.0,1132.1,1157.52,613.9500000000002,613.9500000000002,265226.4,5.0,5.0,,,,,,,,,,,,,2020,3,2020-03-01
kerala,2020-04-01,2046.68,2045.23,1.4500000000000455,0.07084644399710974,0.0,,,15.370000000000003,11.38,3.9900000000000015,0.0,0.0,533.5799999999999,159.96,0.0,429.91999999999996,0.0,1856.5,693.54,2979.96,0.0,,,,,,,,,,,,,,,,,2020,4,2020-04-01
uttar pradesh,2020-06-01,11864.84,11762.39,102.45000000000073,0.8634756136618843,10630.010000000002,12313.0,288.8806976744185,184.10999999999999,119.07000000000001,0.0,65.03999999999998,22409.0,1493.14,0.0,0.0,3314.71,440.0,501.6,23902.14,28158.449999999997,5986.6026666666685,1339.6026666666667,4310353.920000001,157.0,109.0,32.86140350877193,24.473684210526315,0.0,334.21635087719307,333.4968771929825,0.7194736842105265,37.28231578947369,,0.0,0.0,6992.909999999999,0.0,2020,6,2020-06-01
maharashtra,2021-01-01,13984.67,13984.67,0.0,0.0,11964.039999999999,11696.990000000002,329.4957575757576,402.29999999999995,193.10000000000005,209.20000000000002,0.0,24966.0,3207.08,0.0,0.0,10266.869999999999,1400.0,3047.0,28173.08,42886.95,10070.75096774194,2689.1058064516133,7492638.720000003,154.0,121.0,20.338709677419356,22.1875,0.0,301.851875,284.28806451612905,17.563770161290318,56.44568548387093,,0.0,0.0,7246.850000000001,0.0,2021,1,2021-01-01
chhattisgarh,2021-01-01,2822.02,2815.47,6.550000000000182,0.23210324519316594,0.0,,,14.199999999999994,14.199999999999994,0.0,0.0,23688.0,0.0,0.0,0.0,564.01,0.0,120.0,23688.0,24372.01,0.0,,,,,20.8102766798419,15.91897233201581,0.0,246.383162055336,246.35537549407115,0.027786561264822134,64.03158102766801,,0.0,0.0,7720.32,0.0,2021,1,2021-01-01
tamil nadu,2021-02-01,8193.05,8191.45,1.5999999999994543,0.019528746925741382,5759.610000000001,7486.779999999997,215.18811165845642,868.7100000000003,499.6,369.11,0.0,13160.0,1027.18,211.7,0.0,14981.42,2440.0,2178.2,14398.880000000001,33998.5,7096.010714285716,1662.7964285714284,4768519.200000001,143.0,123.0,13.720238095238095,30.0,0.0,198.27404761904762,194.57452380952378,3.699404761904764,40.560833333333335,,0.0,0.0,2317.2599999999998,0.0,2021,2,2021-02-01
