state_name,join_date,energy_requirement,energy_availability,deficit_mu,deficit_pct,total_gen_actual_mu,total_gen_program_mu,avg_monitored_cap_mw,total_renew_gen_mu,total_solar_gen_mu,total_wind_gen_mu,total_other_gen_mu,cap_coal_mw,cap_gas_mw,cap_diesel_mw,cap_lignite_mw,cap_nuclear_mw,cap_hydro_mw,cap_res_mw,total_thermal_mw,total_capacity_mw,avg_total_outage_mw,avg_fresh_outage_mw,total_energy_lost_mwh,total_incidents_count,fresh_incidents_count,avg_coal_stock_days,avg_coal_normative_stock_days,avg_req_normative_coal_stock_tonnes,avg_actual_coal_stock_tonnes,avg_indigenous_coal_stock_tonnes,avg_import_coal_stock_tonnes,avg_coal_plf_prcnt,avg_actual_vs_norm_coal_stock_prcnt,total_coal_consumption_tonnes,total_coal_receipt_tonnes,total_coal_requirement_tonnes,coal_stock_critical_incidents,year,month_num,month_start_date
bhutan,2024-09-01,,,,,2440.6800000000003,1693.8000000000002,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,5.0,5.0,,,,,,,,,,,,,2024,9,2024-09-01
nagaland,2025-04-01,,,,,1.3300000000000003,2.2,75.0,0.0,,,,,,,,,,,,,50.0,50.0,26400.0,1.0,1.0,,,,,,,,,,,,,2025,4,2025-04-01
gujarat,2018-04-01,,,,,6512.390000000001,9164.4,363.90585714285703,0.0,,,,15492.0,7551.41,0.0,0.0,7295.320000000001,440.0,1990.0,23043.41,32768.729999999996,12172.8,3823.4333333333334,8764416.0,101.0,80.0,,,,,,,,,,,,,2018,4,2018-04-01
manipur,2023-07-01,,,,,13.270000000000001,52.08,70.5,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,105.0,18.49,36.0,159.49,6.774193548387097,6.774193548387097,5040.0,2.0,2.0,,,,,,,,,,,,,2023,7,2023-07-01
tamil nadu,2018-10-01,,,,,7511.15,8513.950000000003,226.89253012048192,0.0,,,,12760.0,1027.18,411.7,0.0,11614.44,2440.0,2203.2,14198.880000000001,30456.52,5277.54129032258,892.0574193548384,3926490.7199999993,138.0,120.0,,,,,,,,,,,,,2018,10,2018-10-01
nagaland,2023-10-01,,,,,16.69,26.04,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,35.71,0.0,110.71000000000001,0.8064516129032258,0.8064516129032258,600.0,1.0,1.0,,,,,,,,,,,,,2023,10,2023-10-01
sikkim,2024-11-01,,,,,126.20000000000002,135.9,285.25,0.0,0.0,0.0,0.0,,,,,,,,,,525.0666666666667,525.0666666666667,378048.0,8.0,8.0,,,,,,,,,,,,,2024,11,2024-11-01
jammu and kashmir,2018-06-01,,,,,2138.8,2103.0,278.7692307692308,0.0,,,,0.0,175.0,0.0,0.0,188.88,0.0,3449.0,175.0,3812.88,629.3666666666667,629.3666666666667,453144.0,13.0,13.0,,,,,,,,,,,,,2018,6,2018-06-01
arunachal pradesh,2018-06-01,,,,,193.63,294.0,171.66666666666666,0.0,,,,0.0,0.0,0.0,0.0,111.5,0.0,515.0,0.0,626.5,0.0,0.0,0.0,3.0,3.0,,,,,,,,,,,,,2018,6,2018-06-01
ladakh,2020-11-01,,,,,22.120000000000005,17.999999999999996,44.5,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,89.0,42.93333333333333,42.93333333333333,30912.0,2.0,2.0,,,,,,,,,,,,,2020,11,2020-11-01
maharashtra,2024-10-01,,,,,12140.649999999998,12643.76,329.7926041666665,811.1600000000001,574.2599999999999,236.89999999999998,0.0,,,,,,,,,,8563.491290322578,3442.4812903225816,6371237.519999998,149.0,125.0,,21.0,316.7913043478263,148.1040673211781,112.94305750350627,35.161851332398314,54.70687237026648,43.59467040673212,7999.499999999999,7560.200000000001,10755.14,123.0,2024,10,2024-10-01
tamil nadu,2024-05-01,,,,,8488.09,8744.710000000001,221.62311111111111,2326.9100000000003,997.2299999999999,1329.6799999999998,0.0,10459.0,1027.18,211.7,3640.0,2440.0,2178.2,20350.090000000004,15337.880000000001,40306.170000000006,4529.567096774194,1839.7929032258064,3369997.9200000004,208.0,202.0,,26.0,382.5916666666668,203.29489247311832,146.56693548387096,56.72677419354838,0.6704032258064514,0.5130107526881722,4216.4800000000005,4149.64,5474.290000000002,41.0,2024,5,2024-05-01
bhutan,2023-04-01,,,,,249.88,1137.6000000000001,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,5.0,5.0,,,,,,,,,,,,,2023,4,2023-04-01
telangana,2024-06-01,,,,,4761.41,5855.100000000001,359.0333333333335,559.61,530.67,28.939999999999998,0.0,9442.5,0.0,0.0,0.0,0.0,2405.6,5244.35,9442.5,17092.45,2785.9466666666663,2026.363333333333,2005881.5999999999,60.0,58.0,,24.875,378.53650000000016,195.75791666666663,195.75791666666663,0.0,46.518166666666666,35.152791666666666,3097.3300000000004,3360.66,3869.099999999997,58.0,2024,6,2024-06-01
odisha,2019-06-01,,,,,3736.01,3835.5999999999985,265.4662162162162,0.0,,,,7680.0,0.0,0.0,0.0,512.11,0.0,2142.25,7680.0,10334.36,2890.9166666666665,431.5833333333333,2081460.0,54.0,46.0,20.893333333333334,17.0,0.0,254.96026666666668,254.26353333333338,0.6967333333333333,78.94933333333339,,0.0,0.0,2654.3100000000004,0.0,2019,6,2019-06-01
andaman and nicobar islands,2020-01-01,,,,,11.16,12.09,40.05,0.0,,,,0.0,0.0,40.05,0.0,17.439999999999998,0.0,0.0,40.05,57.489999999999995,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,2020,1,2020-01-01
chhatisgarh,2019-05-01,,,,,10361.75,10630.559999999998,308.5263157894737,0.0,,,,,,,,,,,,,7296.129032258064,279.7096774193548,5428320.0,118.0,97.0,,,,,,,,,,,,,2019,5,2019-05-01
andhra pradesh,2017-12-01,,,,,4814.700000000001,6015.59,328.02307692307704,0.0,,,,10990.0,4880.4,36.8,0.0,6543.9,0.0,1150.0,15907.199999999999,23601.1,5223.9612903225825,1608.7999999999997,3886627.200000001,70.0,57.0,,,,,,,,,,,,,2017,12,2017-12-01
kerala,2017-12-01,,,,,375.88,382.22999999999985,151.4729411764706,0.0,,,,0.0,533.5799999999999,159.96,0.0,330.59000000000003,0.0,1881.5,693.54,2905.63,585.4677419354839,585.4677419354839,435588.0,17.0,17.0,,,,,,,,,,,,,2017,12,2017-12-01
andaman and nicobar islands,2018-04-01,,,,,8.1,17.1,40.05,0.0,,,,0.0,0.0,40.05,0.0,11.809999999999999,0.0,0.0,40.05,51.86,0.0,,,1.0,1.0,,,,,,,,,,,,,2018,4,2018-04-01
odisha,2025-02-01,,,,,5052.85,5211.539999999998,356.19848484848484,0.0,,,,,,,,,,,,,1844.4,1844.4,1106640.0,35.0,35.0,,22.625,357.6125,311.2254629629629,311.2254629629629,0.0,73.69907407407408,83.75,3621.5,4023.1000000000004,3864.7799999999993,54.0,2025,2,2025-02-01
madhya pradesh,2019-09-01,,,,,9448.56,10086.339999999998,369.21666666666664,0.0,,,,20490.0,0.0,0.0,0.0,4850.2,0.0,2235.0,20490.0,27575.2,6429.566666666667,290.9,4629288.0,97.0,81.0,21.493333333333332,20.0,0.0,257.30843333333326,257.30843333333326,0.0,50.546133333333316,,0.0,0.0,4696.620000000003,0.0,2019,9,2019-09-01
jammu and kashmir,2018-02-01,,,,,384.24,679.2799999999999,253.3846153846154,0.0,,,,0.0,175.0,0.0,0.0,163.39,0.0,3119.0,175.0,3457.39,773.5357142857143,773.5357142857143,519816.0,13.0,13.0,,,,,,,,,,,,,2018,2,2018-02-01
goa,2017-11-01,,,,,0.0,0.0,48.0,0.0,,,,0.0,48.0,0.0,0.0,0.56,0.0,0.0,48.0,48.56,0.0,,,1.0,1.0,,,,,,,,,,,,,2017,11,2017-11-01
bihar,2024-03-01,,,,,5324.66,5824.78,335.55555555555554,25.10999999999999,23.66999999999999,0.0,1.44,9060.0,0.0,0.0,0.0,0.0,0.0,450.15,9060.0,9510.15,1278.8709677419354,227.09677419354838,951480.0,45.0,43.0,,24.5,486.64666666666676,398.1787096774195,351.5616666666667,46.6170430107527,0.7934946236559137,0.7781720430107529,3778.3199999999997,4048.3500000000004,3864.150000000002,0.0,2024,3,2024-03-01
rajasthan,2024-04-01,,,,,6140.67,6619.039999999999,252.71377358490557,4555.410000000001,4008.25,534.86,12.300000000000002,9200.0,1022.8299999999999,0.0,1580.0,1180.0,411.0,26814.93,11802.83,40208.76,3335.777000000001,1427.7769999999998,2401759.4400000004,113.0,103.0,,26.0,353.467037037037,116.97448148148148,110.07766666666666,6.8966666666666665,0.7529387755102042,0.31677777777777777,3060.01,3092.0800000000004,3670.6900000000005,88.0,2024,4,2024-04-01
gujarat,2024-09-01,,,,,7886.209999999999,9603.769999999997,404.0207352941175,2927.61,1301.03,1624.7900000000002,1.8000000000000007,14692.0,7551.41,0.0,1400.0,1840.0,1990.0,27534.53,23643.41,55007.94,13616.507666666668,5884.674333333334,9803885.520000001,136.0,112.0,,20.0,366.3888888888889,297.6807407407408,107.18925925925929,190.49481481481484,47.611111111111114,68.3962962962963,2675.1999999999994,3386.1000000000004,4946.099999999998,26.0,2024,9,2024-09-01
chhatisgarh,2019-06-01,,,,,10150.439999999999,10088.099999999995,308.5263157894737,0.0,,,,,,,,,,,,,7111.033333333334,325.1,5119944.0,121.0,99.0,,,,,,,,,,,,,2019,6,2019-06-01
andhra pradesh,2023-11-01,,,,,5425.22,5432.330000000002,344.2789090909091,891.04,531.3100000000001,359.73,0.0,12390.0,4898.54,36.8,0.0,0.0,1610.0,9389.349999999999,17325.34,28324.69,7844.706666666665,5195.706666666666,5648188.799999999,89.0,85.0,,22.0,425.6299999999999,123.61259259259259,44.3745925925926,79.23800000000001,0.6050740740740741,0.20877777777777776,3965.1699999999996,3944.3100000000004,5223.599999999998,185.0,2023,11,2023-11-01
bhutan,2024-04-01,,,,,150.74,1137.6000000000001,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,5.0,5.0,,,,,,,,,,,,,2024,4,2024-04-01
andhra pradesh,2019-10-01,,,,,4194.33,5326.17,329.40363636363645,30.87,8.15,22.72,0.0,11590.0,4880.4,36.8,0.0,8071.72,0.0,1610.0,16507.2,26188.920000000002,8394.378571428573,4406.164285714285,5641022.400000001,81.0,67.0,2.752688172043011,22.5,0.0,52.18973118279568,39.96155913978495,12.228172043010748,55.460913978494624,,0.0,0.0,2939.91,0.0,2019,10,2019-10-01
madhya pradesh,2018-06-01,,,,,9731.34,8526.799999999997,329.8305084745763,0.0,,,,17065.0,0.0,0.0,0.0,4036.26,0.0,2395.0,17065.0,23496.260000000002,1959.3333333333333,612.0,1410720.0,99.0,87.0,,,,,,,,,,,,,2018,6,2018-06-01
telangana,2024-08-01,,,,,5331.25,6580.840000000003,359.0333333333334,524.8900000000001,494.20000000000005,30.690000000000005,0.0,9442.5,0.0,0.0,0.0,0.0,2405.6,5257.38,9442.5,17105.48,2279.0741935483866,485.283870967742,1695631.1999999997,55.0,49.0,,20.0,302.43750000000006,199.3806451612903,199.3806451612903,0.0,47.42338709677419,58.45161290322581,2767.399999999999,2837.3999999999996,3998.069999999997,31.0,2024,8,2024-08-01
odisha,2019-12-01,,,,,4284.09,3757.7700000000004,301.8393635571055,36.87,0.0,0.0,36.87,9800.0,0.0,0.0,0.0,521.6899999999999,0.0,2142.25,9800.0,12463.94,2937.4435483870966,524.5403225806451,2185458.0,49.0,44.0,8.270967741935484,17.0,0.0,127.8387741935484,124.30219354838708,3.5363870967741926,65.99548387096779,,0.0,0.0,3323.5899999999997,0.0,2019,12,2019-12-01
sikkim,2024-12-01,,,,,28.520000000000003,26.200000000000003,285.25,0.0,,,,,,,,,,,,,548.4,548.4,131616.0,8.0,8.0,,,,,,,,,,,,,2024,12,2024-12-01
karnataka,2018-07-01,,,,,2491.5699999999997,4464.84,314.9004444444444,0.0,,,,9480.0,0.0,153.12,0.0,12751.52,880.0,3657.4,9633.12,26922.04,8488.135483870967,948.7806451612902,6315172.799999999,64.0,49.0,,,,,,,,,,,,,2018,7,2018-07-01
kerala,2019-07-01,,,,,289.35,552.4199999999998,141.66888888888892,0.0,,,,0.0,533.5799999999999,159.96,0.0,425.87,0.0,1856.5,693.54,2975.91,925.596129032258,925.596129032258,688643.5199999999,18.0,18.0,,,,,,,,,,,,,2019,7,2019-07-01
rajasthan,2024-01-01,,,,,6241.740000000001,5930.769999999998,257.5736538461538,3045.2599999999993,2677.2099999999996,349.13,18.919999999999998,9200.0,1022.8299999999999,0.0,1580.0,1180.0,411.0,24138.559999999998,11802.83,37532.39,3041.2009677419364,1153.9429032258065,2262653.5200000005,113.0,99.0,,24.0,314.6488888888887,70.37440860215052,37.61505376344085,32.75964157706093,0.6959677419354839,0.36663082437275984,3038.84,2833.0499999999997,3658.0,206.0,2024,1,2024-01-01
ladakh,2022-01-01,,,,,14.43,21.079999999999995,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,47.44,0.0,136.44,45.645161290322584,45.645161290322584,33960.0,2.0,2.0,,,,,,,,,,,,,2022,1,2022-01-01
odisha,2018-06-01,,,,,3875.790000000001,3731.3999999999996,265.4662162162162,0.0,,,,7680.0,0.0,0.0,0.0,225.28,0.0,2142.25,7680.0,10047.529999999999,2331.2833333333333,590.95,1678524.0,52.0,48.0,,,,,,,,,,,,,2018,6,2018-06-01
jharkhand,2018-10-01,,,,,2275.6000000000004,2356.959999999999,243.1599999999999,0.0,,,,4590.0,0.0,0.0,0.0,36.12,0.0,273.2,4590.0,4899.32,1256.4258064516132,133.84516129032255,934780.8000000003,30.0,27.0,,,,,,,,,,,,,2018,10,2018-10-01
chhatisgarh,2024-09-01,,,,,12154.18,13137.170000000002,340.1142857142857,0.0,,,,,,,,,,,,,4532.033333333334,426.4,3263064.0,134.0,120.0,,,,,,,,,,,,,2024,9,2024-09-01
madhya pradesh,2025-02-01,,,,,11357.08,10783.910000000002,403.9166666666667,0.0,,,,,,,,,,,,,2673.4,2673.4,1604040.0,60.0,60.0,,24.2,427.5533333333333,338.58246913580246,338.58246913580246,0.0,77.13086419753087,96.97283950617285,7591.4000000000015,7834.999999999999,7670.7000000000035,27.0,2025,2,2025-02-01
rajasthan,2018-11-01,,,,,5085.629999999999,5359.17,226.81897959183678,0.0,,,,8500.0,1023.1299999999999,0.0,0.0,7424.650000000001,1180.0,411.0,9523.13,18538.78,3250.9966666666674,1155.8299999999997,2340717.6000000006,86.0,74.0,10.9375,30.0,0.0,150.18312500000002,147.881875,2.3012499999999996,87.39,,0.0,0.0,208.28,0.0,2018,11,2018-11-01
karnataka,2019-04-01,,,,,4772.5,4624.900000000002,314.60711111111124,0.0,,,,9480.0,0.0,153.12,0.0,13829.8,880.0,3644.2,9633.12,27987.12,4443.366666666668,580.7,3199224.000000001,57.0,50.0,6.6,30.0,0.0,119.20166666666667,106.37475000000002,7.520666666666667,50.625,,0.0,0.0,2049.2999999999997,11.0,2019,4,2019-04-01
sikkim,2019-01-01,,,,,236.98000000000002,267.2200000000001,309.85714285714283,0.0,,,,0.0,0.0,0.0,0.0,52.12,0.0,2169.0,0.0,2221.12,208.98387096774192,208.98387096774192,155484.0,7.0,7.0,,,,,,,,,,,,,2019,1,2019-01-01
kerala,2019-11-01,,,,,453.56,441.89999999999975,141.66888888888892,12.969999999999999,6.880000000000002,6.05,0.04,0.0,533.5799999999999,159.96,0.0,426.68,0.0,1856.5,693.54,2976.7200000000003,1096.5799999999997,1096.5799999999997,789537.5999999999,18.0,18.0,,,,,,,,,,,,,2019,11,2019-11-01
nagaland,2024-02-01,,,,,3.08,4.060000000000002,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,35.84,0.0,110.84,31.03448275862069,31.03448275862069,21600.0,1.0,1.0,,,,,,,,,,,,,2024,2,2024-02-01
nagaland,2017-09-01,,,,,50.41,48.43000000000001,75.0,0.0,,,,,,,,,,,,,25.0,25.0,600.0,1.0,1.0,,,,,,,,,,,,,2017,9,2017-09-01
karnataka,2024-04-01,,,,,5794.98,6355.199999999999,319.87272727272716,2017.0999999999995,1390.84,426.5,199.75999999999993,9480.0,0.0,25.2,0.0,880.0,3689.2,18131.47,9505.2,32205.870000000003,2149.3233333333333,1437.6566666666665,1547512.7999999998,61.0,59.0,,26.0,481.6023809523812,293.9173333333334,173.17152380952382,120.7455238095238,0.638047619047619,0.8551428571428572,2915.3400000000006,2814.460000000001,3889.780000000001,35.0,2024,4,2024-04-01
uttarakhand,2018-11-01,,,,,819.51,909.8999999999996,200.3023809523809,0.0,,,,0.0,450.0,0.0,0.0,590.3100000000001,0.0,3756.35,450.0,4796.66,727.0633333333333,727.0633333333333,523485.6,21.0,21.0,,,,,,,,,,,,,2018,11,2018-11-01
jammu and kashmir,2024-10-01,,,,,881.9100000000001,997.5799999999998,321.3636363636364,0.0,0.0,0.0,0.0,,,,,,,,,,876.2903225806451,876.2903225806451,651960.0,11.0,11.0,,,,,,,,,,,,,2024,10,2024-10-01
west bengal,2019-06-01,,,,,6903.49,6563.1799999999985,245.25312500000007,0.0,,,,14287.0,100.0,0.0,0.0,489.14,0.0,1341.2,14387.0,16217.34,3436.05,457.3,2473956.0,149.0,130.0,16.377777777777776,20.0,0.0,115.08128888888888,115.08128888888888,0.0,60.62555555555557,,0.0,0.0,4684.82,2.0,2019,6,2019-06-01
delhi,2024-12-01,,,,,0.0,141.72,552.1,0.0,,,,,,,,,,,,,588.4,588.4,141216.0,4.0,4.0,,,,,,,,,,,,,2024,12,2024-12-01
arunachal pradesh,2023-09-01,,,,,492.18000000000006,1358.0999999999997,278.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.0,144.9,0.0,1259.9,158.66666666666666,158.66666666666666,114240.0,4.0,4.0,,,,,,,,,,,,,2023,9,2023-09-01
arunachal pradesh,2019-01-01,,,,,42.28999999999999,130.82,171.66666666666666,0.0,,,,0.0,0.0,0.0,0.0,112.49,0.0,515.0,0.0,627.49,0.0,0.0,0.0,3.0,3.0,,,,,,,,,,,,,2019,1,2019-01-01
tamil nadu,2023-08-01,,,,,7248.389999999999,7606.4400000000005,232.5247619047619,3549.0999999999995,1079.85,2469.2499999999995,0.0,10045.0,1027.18,211.7,3640.0,2440.0,2178.2,18546.52,14923.880000000001,38088.600000000006,6687.431612903226,1366.4638709677415,4975449.12,130.0,115.0,,21.0,320.2990909090907,142.27178885630494,105.29369501466279,36.977976539589434,38.94372434017593,0.3405278592375367,2994.93,2715.36,5201.18,177.0,2023,8,2023-08-01
uttarakhand,2024-02-01,,,,,688.3699999999999,747.0399999999998,204.31956521739133,30.81,15.21,0.0,15.600000000000009,0.0,664.0,0.0,0.0,0.0,4035.35,934.09,664.0,5633.4400000000005,998.0862068965517,998.0862068965517,694668.0,23.0,23.0,,,,,,,,,,,,,2024,2,2024-02-01
andhra pradesh,2025-03-01,,,,,7469.170000000002,7713.729999999996,337.22159420289864,0.0,,,,,,,,,,,,,5481.152903225804,5481.152903225804,4077977.7599999984,58.0,58.0,,26.0,561.7444444444444,229.7,151.6185185185185,78.08148148148148,58.629629629629626,52.074074074074076,474.50000000000006,460.0,583.32,9.0,2025,3,2025-03-01
tripura,2019-02-01,,,,,549.05,445.2000000000001,226.42000000000002,0.0,,,,0.0,1132.1,0.0,0.0,21.1,0.0,0.0,1132.1,1153.1999999999998,109.23214285714286,109.23214285714286,73404.0,5.0,5.0,,,,,,,,,,,,,2019,2,2019-02-01
puducherry,2018-04-01,,,,,20.81,17.999999999999996,32.5,0.0,,,,0.0,32.5,0.0,0.0,0.16,0.0,0.0,32.5,32.66,0.0,,,1.0,1.0,,,,,,,,,,,,,2018,4,2018-04-01
kerala,2018-06-01,,,,,533.03,331.8,151.4729411764706,0.0,,,,0.0,533.5799999999999,159.96,0.0,410.01,0.0,1881.5,693.54,2985.05,712.4153333333333,712.4153333333333,512939.04,17.0,17.0,,,,,,,,,,,,,2018,6,2018-06-01
goa,2023-09-01,,,,,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,37.75,48.0,85.75,48.0,48.0,34560.0,1.0,1.0,,,,,,,,,,,,,2023,9,2023-09-01
jammu and kashmir,2025-02-01,,,,,278.08,649.25,321.3636363636364,0.0,,,,,,,,,,,,,1535.4,1535.4,921240.0,11.0,11.0,,,,,,,,,,,,,2025,2,2025-02-01
sikkim,2019-12-01,,,,,341.88,387.19000000000005,309.85714285714283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.18,0.0,2169.0,0.0,2221.18,285.2741935483871,285.2741935483871,212244.0,7.0,7.0,,,,,,,,,,,,,2019,12,2019-12-01
karnataka,2018-12-01,,,,,4498.410000000001,4716.649999999998,314.60711111111124,0.0,,,,9480.0,0.0,153.12,0.0,12953.24,880.0,3644.2,9633.12,27110.56,4764.077419354839,483.432258064516,3544473.5999999996,60.0,51.0,4.604838709677419,30.0,0.0,59.09145161290322,59.09145161290322,0.0,33.586532258064516,,0.0,0.0,1748.2400000000011,22.0,2018,12,2018-12-01
punjab,2018-11-01,,,,,2436.58,2266.6100000000006,257.4140526976161,0.0,,,,5680.0,0.0,0.0,0.0,1282.4199999999998,0.0,1096.3,5680.0,8058.72,2646.2166666666667,346.55,1905276.0,48.0,28.0,6.9,28.0,0.0,80.776,77.138,3.6379999999999995,56.312,,0.0,0.0,214.95999999999998,3.0,2018,11,2018-11-01
meghalaya,2023-10-01,,,,,83.84,150.97000000000008,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,73.02,0.0,395.02,31.741935483870968,31.741935483870968,23616.0,5.0,5.0,,,,,,,,,,,,,2023,10,2023-10-01
puducherry,2017-09-01,,,,,18.97,17.399999999999995,32.5,0.0,,,,,,,,,,,,,0.0,,,1.0,1.0,,,,,,,,,,,,,2017,9,2017-09-01
ladakh,2024-11-01,,,,,22.06,20.999999999999996,44.5,0.0,0.0,0.0,0.0,,,,,,,,,,86.8,86.8,62496.0,2.0,2.0,,,,,,,,,,,,,2024,11,2024-11-01
assam,2024-11-01,,,,,691.3000000000001,684.9499999999998,154.30545454545458,24.069999999999993,24.069999999999993,0.0,0.0,,,,,,,,,,290.1933333333333,290.1933333333333,208939.19999999998,11.0,11.0,,22.0,210.0,143.36896551724138,143.36896551724138,0.0,68.03448275862068,68.27586206896552,205.0,273.59999999999997,276.95000000000016,0.0,2024,11,2024-11-01
himachal pradesh,2019-09-01,,,,,5130.160000000001,4022.3999999999987,316.41999999999996,0.0,,,,0.0,0.0,0.0,0.0,905.97,0.0,9809.02,0.0,10714.99,1477.9113333333332,1477.9113333333332,1064096.16,31.0,31.0,,,,,,,,,,,,,2019,9,2019-09-01
madhya pradesh,2018-04-01,,,,,10153.16,8925.899999999996,329.8305084745763,0.0,,,,17065.0,0.0,0.0,0.0,4019.8,0.0,2395.0,17065.0,23479.8,1938.5,542.3333333333334,1395720.0,98.0,95.0,,,,,,,,,,,,,2018,4,2018-04-01
ladakh,2022-08-01,,,,,63.91000000000001,56.109999999999985,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,47.44,0.0,136.44,18.0,18.0,13392.0,2.0,2.0,,,,,,,,,,,,,2022,8,2022-08-01
punjab,2019-01-01,,,,,2476.88,2783.96,225.87666666666672,0.0,,,,5680.0,0.0,0.0,0.0,1282.4199999999998,0.0,1096.3,5680.0,8058.72,2006.8548387096773,201.0483870967742,1493100.0,45.0,30.0,15.06,28.0,0.0,146.07226666666665,135.56459999999998,10.508000000000003,49.440600000000025,,0.0,0.0,1638.0899999999992,8.0,2019,1,2019-01-01
chhatisgarh,2024-06-01,,,,,14392.32,13782.390000000003,340.1142857142857,0.0,,,,,,,,,,,,,1920.8,525.3666666666667,1382976.0,132.0,125.0,,,,,,,,,,,,,2024,6,2024-06-01
maharashtra,2019-08-01,,,,,9523.539999999999,11322.469999999998,328.8243137254902,0.0,,,,25886.0,3207.08,0.0,0.0,9343.869999999999,1400.0,3047.0,29093.08,42883.95,14479.329032258069,2879.4580645161295,10772620.800000003,175.0,129.0,17.054435483870968,22.1875,0.0,205.7208266129032,176.79518145161285,28.925584677419355,51.59713709677418,,0.0,0.0,6835.71,8.0,2019,8,2019-08-01
chhatisgarh,2021-06-01,,,,,11433.33,10092.970000000001,340.1142857142857,0.0,,,,,,,,,,,,,5902.333333333333,283.1666666666667,4249680.0,113.0,92.0,,,,,,,,,,,,,2021,6,2021-06-01
ladakh,2024-01-01,,,,,19.799999999999997,17.05,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,50.79,0.0,139.79,84.38709677419355,84.38709677419355,62784.0,2.0,2.0,,,,,,,,,,,,,2024,1,2024-01-01
bhutan,2019-11-01,,,,,690.52,1091.9999999999998,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,5.0,5.0,,,,,,,,,,,,,2019,11,2019-11-01
madhya pradesh,2024-08-01,,,,,11653.539999999999,12132.3,403.9166666666667,801.21,375.71,388.1000000000001,37.39999999999999,22000.0,0.0,0.0,0.0,0.0,2235.0,7231.2,22000.0,31466.2,5866.903225806452,413.83870967741933,4364976.0,92.0,78.0,,19.4,340.07333333333355,271.669247311828,266.89290322580644,4.777849462365592,44.956989247311824,103.6494623655914,6853.5,5822.000000000001,8807.100000000004,11.0,2024,8,2024-08-01
manipur,2024-04-01,,,,,17.240000000000002,0.0,70.5,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,105.0,18.49,36.0,159.49,1.1666666666666667,1.1666666666666667,840.0,2.0,2.0,,,,,,,,,,,,,2024,4,2024-04-01
bhutan,2021-09-01,,,,,2671.9399999999996,1839.6000000000004,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,5.0,5.0,,,,,,,,,,,,,2021,9,2021-09-01
jammu and kashmir,2018-12-01,,,,,632.7600000000001,605.74,278.7692307692308,0.0,,,,0.0,175.0,0.0,0.0,188.88,0.0,3449.0,175.0,3812.88,1433.6451612903227,1433.6451612903227,1066632.0,13.0,13.0,,,,,,,,,,,,,2018,12,2018-12-01
jammu and kashmir,2021-05-01,,,,,1934.99,2098.390000000001,321.3636363636364,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,211.02999999999997,0.0,3360.0,175.0,3746.0299999999997,713.2258064516129,713.2258064516129,530640.0,11.0,11.0,,,,,,,,,,,,,2021,5,2021-05-01
delhi,2018-03-01,,,,,390.61,584.0400000000002,277.1272727272728,0.0,,,,840.0,2208.4,0.0,0.0,121.57,0.0,0.0,3048.4,3169.9700000000003,1198.0,358.0,891312.0,11.0,4.0,,,,,,,,,,,,,2018,3,2018-03-01
assam,2024-08-01,,,,,791.38,1000.3699999999999,154.30545454545458,24.72,24.72,0.0,0.0,750.0,597.36,0.0,0.0,0.0,350.0,215.35,1347.3600000000001,1912.71,188.21677419354836,172.08774193548385,140033.27999999997,12.0,11.0,,21.0,200.5,211.42258064516128,211.42258064516128,0.0,67.74193548387096,105.41935483870968,270.7,212.30000000000004,296.0500000000002,0.0,2024,8,2024-08-01
kerala,2025-04-01,,,,,307.03,529.7599999999998,132.88449999999997,0.0,,,,,,,,,,,,,869.3572727272726,869.3572727272726,459020.6399999999,20.0,20.0,,,,,,,,,,,,,2025,4,2025-04-01
punjab,2024-06-01,,,,,3722.93,3362.9999999999986,282.34583333333336,232.11000000000004,137.91,0.0,94.2,5680.0,0.0,0.0,0.0,0.0,1096.3,2101.28,5680.0,8877.58,638.0,128.0,459360.0,40.0,38.0,,26.0,397.1821333333335,232.01399999999995,232.01399999999995,0.0,54.233533333333334,50.1632,1977.9199999999998,2009.96,2291.4000000000015,30.0,2024,6,2024-06-01
